id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
1232,20,RL,80.0,8400,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd_Sdng,Wd_Sdng,BrkFace,237.0,4,4,CBlock,3,3,0,1,0.0,1,0.0,1319.0,1319.0,GasA,3,1,SBrkr,1537,0,0,1.0,0.0,1,1,3,1,4,7,8,1,4,Attchd,2,2.0,462.0,3,3,2,0,36,0,0,0,0,0,GdPrv,no,0,7,2008,COD,174000
2590,20,RL,85.0,15428,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,no,0.0,3,3,CBlock,3,3,0,3,741.0,1,0.0,143.0,884.0,GasA,5,1,SBrkr,884,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,3,1.0,270.0,3,3,2,0,0,0,0,195,0,0,no,no,0,6,2006,WD ,142000
2463,20,FV,81.0,11216,Pave,no,4,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,4,0,1,0.0,1,0.0,1489.0,1489.0,GasA,5,1,SBrkr,1489,0,0,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2,2.0,776.0,3,3,2,0,140,0,0,0,0,0,no,no,0,6,2006,New,232600
2358,20,RL,78.0,10140,Pave,no,4,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,0,5,663.0,2,377.0,0.0,1040.0,GasA,2,1,SBrkr,1309,0,0,1.0,0.0,1,1,3,1,4,5,8,1,2,Attchd,2,2.0,484.0,3,3,2,265,0,0,0,0,648,2,GdPrv,no,0,1,2006,WD ,181000
2911,160,RM,42.0,3964,Pave,no,4,Lvl,4,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,no,0.0,3,3,CBlock,4,3,0,5,837.0,1,0.0,105.0,942.0,GasA,4,1,SBrkr,1291,1230,0,1.0,0.0,2,1,5,1,3,10,4,1,4,Attchd,3,2.0,576.0,3,3,2,728,20,0,0,0,0,0,GdPrv,no,0,6,2006,WD ,151400
1699,20,RL,98.0,11428,Pave,no,3,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1626.0,1626.0,GasA,5,1,SBrkr,1634,0,0,0.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2,3.0,866.0,3,3,2,0,44,0,0,0,0,0,no,no,0,5,2007,WD ,250000
115,60,RL,80.0,10421,Pave,no,4,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,0,6,394.0,1,0.0,586.0,980.0,GasA,3,1,SBrkr,980,734,0,0.0,0.0,2,1,3,1,3,7,8,1,3,Attchd,1,2.0,496.0,3,3,2,228,66,156,0,0,0,0,MnPrv,Shed,500,3,2010,WD ,196500
1998,75,RM,75.0,13500,Pave,Grvl,4,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,3,4,PConc,3,3,0,1,0.0,1,0.0,819.0,819.0,GasA,3,1,FuseA,1312,1142,0,0.0,0.0,2,0,3,1,3,8,8,1,4,Attchd,1,2.0,576.0,3,3,0,0,148,150,0,0,0,0,MnPrv,no,0,2,2007,WD ,185000
589,20,RL,75.0,9000,Pave,no,4,Lvl,4,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,3,3,4,955.0,1,0.0,261.0,1216.0,GasA,3,1,SBrkr,1216,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,1,1.0,336.0,3,3,2,0,0,0,0,0,0,0,MnPrv,no,0,8,2009,WD ,113000
1641,20,RL,60.0,8089,Pave,no,4,HLS,4,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,3,6,945.0,1,0.0,474.0,1419.0,GasA,5,1,SBrkr,1419,0,0,1.0,0.0,2,0,2,1,4,7,8,1,4,Attchd,2,2.0,567.0,3,3,2,140,0,0,0,0,0,0,no,no,0,10,2007,New,392000
2821,90,RL,35.0,9400,Pave,no,3,Lvl,4,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,3,3,CBlock,4,4,2,6,945.0,1,0.0,0.0,945.0,GasA,3,1,SBrkr,980,0,0,0.0,2.0,2,0,4,0,3,4,8,0,0,no,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,no,no,0,10,2006,WD ,127500
1846,160,FV,24.0,2117,Pave,no,4,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,0,6,417.0,1,0.0,339.0,756.0,GasA,5,1,SBrkr,769,804,0,0.0,0.0,2,1,3,1,4,4,8,0,0,Detchd,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,no,no,0,9,2007,WD ,177000
1805,60,FV,85.0,10625,Pave,no,4,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,4,3,PConc,4,3,3,1,0.0,1,0.0,1158.0,1158.0,GasA,5,1,SBrkr,1158,1285,0,0.0,0.0,2,1,4,1,4,9,6,1,4,BuiltIn,2,3.0,744.0,3,3,2,193,127,0,0,0,0,0,no,no,0,6,2007,WD ,265000
1853,60,FV,106.0,8413,Pave,no,3,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,4,PConc,5,3,1,6,901.0,1,0.0,319.0,1220.0,GasA,5,1,SBrkr,1220,1142,0,1.0,0.0,2,1,3,1,4,8,8,2,3,Attchd,2,2.0,1105.0,4,3,2,147,0,36,0,144,0,0,no,no,0,6,2007,WD ,312500
1321,75,RM,75.0,13500,Pave,no,4,Lvl,4,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,0.0,5,5,BrkTil,3,3,0,1,0.0,1,0.0,1237.0,1237.0,GasA,4,1,SBrkr,1521,1254,0,0.0,0.0,3,1,3,1,4,9,8,1,4,Detchd,1,2.0,880.0,4,3,2,105,502,0,0,0,0,0,no,no,0,7,2008,WD ,325000
564,20,RL,0.0,15676,Pave,no,3,Low,4,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,4,4,CBlock,4,4,2,5,1733.0,3,92.0,189.0,2014.0,GasA,4,1,SBrkr,2014,0,0,1.0,0.0,2,0,2,1,4,6,4,2,4,Attchd,2,3.0,864.0,3,3,2,462,0,0,255,0,0,0,MnPrv,no,0,4,2009,WD ,275000
1771,60,RL,82.0,9950,Pave,no,3,Lvl,4,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,0,6,565.0,1,0.0,638.0,1203.0,GasA,5,1,SBrkr,1214,1306,0,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,2,3.0,721.0,3,3,2,224,114,0,0,0,0,0,no,no,0,6,2007,WD ,290000
90,20,RL,39.0,15410,Pave,no,3,Lvl,4,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,3,4,CBlock,3,3,2,4,126.0,6,859.0,223.0,1208.0,GasA,5,1,SBrkr,1494,0,0,1.0,0.0,2,0,3,1,3,7,8,2,2,Attchd,3,2.0,461.0,3,3,2,296,0,186,0,0,0,0,GdPrv,no,0,4,2010,WD ,169000
2684,30,RM,50.0,6000,Pave,no,4,Lvl,4,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd_Sdng,Wd_Shng,no,0.0,3,3,CBlock,3,3,0,2,616.0,1,0.0,0.0,616.0,GasA,4,1,SBrkr,616,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1,1.0,205.0,3,3,2,0,0,129,0,0,0,0,no,no,0,6,2006,WD ,89000
13,60,RL,63.0,8402,Pave,no,3,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,789.0,789.0,GasA,4,1,SBrkr,789,676,0,0.0,0.0,2,1,3,1,3,7,8,1,4,Attchd,3,2.0,393.0,3,3,2,0,75,0,0,0,0,0,no,no,0,5,2010,WD ,180400
445,20,RL,85.0,10655,Pave,no,3,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,0,6,1124.0,0,479.0,1603.0,3206.0,GasA,5,1,SBrkr,1629,0,0,1.0,0.0,2,0,3,1,4,7,8,1,4,Attchd,2,3.0,880.0,3,3,2,0,0,0,0,0,0,0,no,no,0,10,2009,WD ,284000
1914,20,RL,70.0,10150,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd_Sdng,Wd_Sdng,no,1.0,3,3,CBlock,3,3,0,3,456.0,1,0.0,456.0,912.0,GasA,5,1,FuseA,912,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,2,1.0,275.0,3,3,2,0,0,0,0,0,0,0,no,no,0,7,2007,COD,114500
2811,20,RL,84.0,10084,Pave,no,4,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1528.0,1552.0,GasA,5,1,SBrkr,1552,0,0,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2,3.0,782.0,3,3,2,144,20,0,0,0,0,0,no,no,0,7,2006,New,212900
850,20,RL,67.0,16285,Pave,no,2,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1413.0,1413.0,GasA,5,1,SBrkr,1430,0,0,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2,2.0,605.0,3,3,2,0,33,0,0,0,0,0,no,no,0,6,2009,WD ,187100
1844,160,FV,34.0,3230,Pave,Pave,4,Lvl,4,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,0,6,419.0,1,0.0,310.0,729.0,GasA,4,1,SBrkr,729,729,0,0.0,0.0,2,1,2,1,3,5,8,1,2,Detchd,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,no,no,0,6,2007,WD ,176000
2225,20,RL,0.0,21579,Pave,no,3,Lvl,4,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,no,0.0,3,3,PConc,4,3,0,4,813.0,1,0.0,675.0,1488.0,GasA,5,1,SBrkr,1488,0,0,0.0,1.0,2,0,3,1,3,7,8,2,4,Attchd,2,2.0,552.0,3,3,2,0,0,216,0,0,0,0,no,no,0,9,2007,CWD,215000
1477,60,RL,64.0,8320,Pave,no,4,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,6,490.0,1,0.0,280.0,770.0,GasA,5,1,SBrkr,770,812,0,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,2,2.0,520.0,3,3,2,0,45,0,0,0,0,0,no,no,0,9,2008,WD ,185900
399,20,RL,60.0,6960,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,no,0.0,3,3,CBlock,3,3,0,5,375.0,4,239.0,250.0,864.0,GasA,3,1,SBrkr,864,0,0,0.0,0.0,1,0,3,1,4,5,8,0,0,Detchd,1,2.0,660.0,3,3,2,96,0,0,0,0,0,0,no,Shed,500,11,2009,WD ,120500
2431,60,RL,60.0,21930,Pave,no,1,Lvl,4,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,4,3,1,0.0,1,0.0,732.0,732.0,GasA,5,1,SBrkr,734,1104,0,0.0,0.0,2,1,4,1,3,7,8,1,4,BuiltIn,3,2.0,372.0,3,3,2,100,40,0,0,0,0,0,no,no,0,7,2006,WD ,192140
1605,20,RL,60.0,6600,Pave,no,4,Lvl,4,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,4,CBlock,3,3,0,5,641.0,1,0.0,175.0,816.0,GasA,5,1,SBrkr,816,0,0,0.0,1.0,1,0,3,1,4,5,8,1,5,Attchd,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,MnPrv,no,0,10,2008,WD ,130500
897,50,RL,50.0,8405,Pave,no,4,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd_Shng,no,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,3,0,FuseF,1088,441,0,0.0,0.0,2,0,4,1,3,9,5,0,0,Detchd,1,1.0,240.0,3,3,0,92,0,185,0,0,0,0,no,no,0,4,2009,WD ,98000
1426,20,RL,91.0,11778,Pave,no,4,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,4,3,PConc,4,3,2,6,2085.0,1,0.0,186.0,2271.0,GasA,5,1,SBrkr,2276,0,0,1.0,0.0,2,0,3,1,5,7,8,2,4,Attchd,2,3.0,1348.0,4,3,2,0,0,70,0,255,0,0,no,no,0,6,2008,WD ,475000
2240,30,RM,60.0,8967,Pave,no,4,Lvl,4,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,no,0.0,3,2,BrkTil,2,1,0,1,0.0,1,0.0,961.0,961.0,GasA,4,1,Mix,1077,0,0,0.0,0.0,1,0,2,1,3,6,3,0,0,Detchd,1,1.0,338.0,1,1,0,0,0,0,0,0,0,0,no,no,0,11,2007,WD ,67000
1706,60,RL,86.0,10562,Pave,no,4,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,0,6,1288.0,1,0.0,294.0,1582.0,GasA,5,1,SBrkr,1610,551,0,1.0,0.0,1,1,3,1,5,8,8,1,4,Attchd,3,3.0,789.0,3,3,2,178,120,0,0,0,0,0,no,no,0,11,2007,New,325624
2252,20,RL,44.0,12864,Pave,no,3,Lvl,4,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,6,1392.0,1,0.0,17.0,1409.0,GasA,5,1,SBrkr,1409,0,0,1.0,0.0,1,1,1,1,4,4,8,1,4,Attchd,2,2.0,576.0,3,3,2,0,144,0,0,145,0,0,no,no,0,7,2007,WD ,245000
1136,20,RL,66.0,13695,Pave,no,4,Lvl,4,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,PConc,3,3,0,6,646.0,1,0.0,468.0,1114.0,GasA,5,1,SBrkr,1114,0,0,1.0,0.0,1,1,3,1,4,6,8,0,0,Detchd,1,2.0,576.0,3,3,2,0,102,0,0,0,0,0,no,no,0,6,2008,WD ,159000
1877,20,RL,79.0,10289,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,3,3,CBlock,3,3,0,5,836.0,1,0.0,237.0,1073.0,GasA,3,1,SBrkr,1073,0,0,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,2,2.0,515.0,3,3,2,0,0,0,0,0,0,0,no,no,0,6,2007,WD ,156000
424,20,RL,105.0,15431,Pave,no,4,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,5,3,PConc,5,3,2,6,1767.0,5,539.0,788.0,3094.0,GasA,5,1,SBrkr,2402,0,0,1.0,0.0,2,0,2,1,5,10,8,2,4,Attchd,3,3.0,672.0,3,3,2,0,72,0,0,170,0,0,no,no,0,4,2009,WD ,555000
1182,20,RL,0.0,11120,Pave,no,3,Lvl,4,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,no,0.0,3,3,PConc,4,3,0,4,660.0,1,0.0,572.0,1232.0,GasA,3,1,SBrkr,1232,0,0,0.0,0.0,2,0,3,1,3,6,8,0,0,Attchd,1,2.0,516.0,3,3,2,0,0,0,0,0,0,0,no,no,0,6,2008,WD ,162500
2750,90,RL,73.0,9069,Pave,no,4,Lvl,4,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,no,0.0,4,4,PConc,4,3,3,2,261.0,6,1083.0,0.0,1344.0,GasA,4,1,SBrkr,1440,0,0,2.0,0.0,2,0,2,2,4,8,8,0,0,Attchd,1,4.0,920.0,3,3,2,288,0,0,0,0,0,0,no,no,0,4,2006,WD ,224500
1016,20,RL,0.0,47280,Pave,no,3,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1488.0,1488.0,GasA,4,1,SBrkr,1488,0,0,0.0,0.0,2,1,3,1,3,6,8,1,3,Attchd,2,2.0,738.0,3,3,2,0,0,180,0,0,0,0,no,no,0,7,2008,WD ,133000
2436,60,RL,63.0,7875,Pave,no,4,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,no,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,783.0,783.0,GasA,5,1,SBrkr,807,702,0,0.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,3,2.0,393.0,3,3,2,0,75,0,0,0,0,0,no,no,0,7,2006,WD ,180000
1607,20,RL,60.0,6600,Pave,no,4,Lvl,4,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,no,0.0,3,3,CBlock,3,3,0,6,638.0,1,0.0,207.0,845.0,GasA,4,1,SBrkr,845,0,0,0.0,0.0,1,0,3,1,4,6,8,0,0,Attchd,1,1.0,264.0,3,3,2,0,0,0,0,0,0,0,no,no,0,7,2008,WD ,134500
2337,60,RL,66.0,13682,Pave,no,2,HLS,4,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,2,1,0.0,1,0.0,1410.0,1410.0,GasA,5,1,SBrkr,1426,1519,0,0.0,0.0,3,1,3,1,4,10,8,1,4,BuiltIn,3,3.0,641.0,3,3,2,192,0,37,0,0,0,0,no,no,0,10,2006,New,438780
1233,80,RL,101.0,9150,Pave,no,3,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4,3,2,6,371.0,1,0.0,728.0,1099.0,GasA,4,1,SBrkr,1431,0,0,0.0,1.0,1,0,3,1,3,6,8,1,4,Basment,2,1.0,296.0,3,3,2,64,110,0,0,0,0,0,no,no,0,12,2008,WD ,165000
419,20,RL,65.0,7150,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,0,4,432.0,1,0.0,460.0,892.0,GasA,3,1,SBrkr,892,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Attchd,2,1.0,288.0,3,3,2,0,0,0,0,0,0,0,GdWo,no,0,7,2009,WD ,100000
633,20,RL,0.0,12285,Pave,no,3,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,3,3,CBlock,3,3,0,4,544.0,1,0.0,785.0,1329.0,GasA,4,1,SBrkr,1329,0,0,0.0,0.0,1,1,3,1,3,5,8,2,4,Attchd,1,2.0,441.0,3,3,2,0,0,203,0,0,0,0,no,no,0,8,2009,WD ,176000
2722,20,RL,102.0,17920,Pave,no,4,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd_Sdng,Plywood,no,0.0,3,3,CBlock,3,3,1,5,306.0,3,1085.0,372.0,1763.0,GasA,3,1,SBrkr,1779,0,0,1.0,0.0,1,1,3,1,3,6,8,1,4,Attchd,1,2.0,454.0,3,3,2,0,418,0,0,312,0,0,no,no,0,7,2006,WD ,170000
469,120,RL,53.0,3684,Pave,no,4,Lvl,4,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1373.0,1373.0,GasA,5,1,SBrkr,1555,0,0,0.0,0.0,2,0,2,1,4,7,8,1,3,Attchd,3,3.0,660.0,3,3,2,143,20,0,0,0,0,0,no,no,0,6,2009,WD ,174000
1365,50,RM,62.0,7006,Pave,no,4,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,no,0.0,3,3,PConc,3,3,0,3,121.0,1,0.0,647.0,768.0,GasA,3,1,SBrkr,788,448,0,1.0,0.0,2,0,3,1,3,6,8,1,4,Detchd,1,1.0,384.0,3,3,2,0,0,0,0,0,0,0,MnPrv,no,0,8,2008,WD ,127000
1098,60,RL,77.0,8390,Pave,no,3,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,no,0.0,3,3,PConc,4,3,0,1,0.0,1,0.0,831.0,831.0,GasA,5,1,SBrkr,873,778,0,0.0,0.0,2,1,3,1,3,7,8,1,3,BuiltIn,3,2.0,450.0,3,3,2,0,103,0,0,0,0,0,no,no,0,5,2008,WD ,185900
711,30,RM,50.0,5784,Pave,no,4,Lvl,4,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,no,0.0,3,3,BrkTil,2,3,0,1,0.0,1,0.0,190.0,190.0,GasA,4,1,FuseA,886,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1,1.0,273.0,3,3,2,144,20,80,0,0,0,0,no,no,0,12,2009,WD ,91300
2808,20,RL,70.0,9135,Pave,no,4,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4,3,3,6,340.0,1,0.0,1342.0,1682.0,GasA,5,1,SBrkr,1700,0,0,1.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2,2.0,544.0,3,3,2,192,23,0,0,0,0,0,no,no,0,5,2006,WD ,200000
1959,50,RL,78.0,10496,Pave,no,4,Lvl,4,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd_Sdng,Wd_Sdng,BrkFace,320.0,3,3,CBlock,3,3,1,3,196.0,1,0.0,844.0,1040.0,GasA,5,1,SBrkr,1168,678,0,0.0,0.0,2,0,3,1,3,7,8,1,4,Attchd,1,1.0,315.0,3,3,2,0,0,0,0,0,0,0,GdWo,no,0,1,2007,WD ,143000
2720,50,RL,0.0,13650,Pave,no,4,Lvl,4,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,no,0.0,4,4,CBlock,3,3,0,5,57.0,4,441.0,554.0,1052.0,GasA,5,1,SBrkr,1252,668,0,1.0,0.0,2,0,4,1,4,8,8,1,4,Attchd,1,2.0,451.0,3,3,2,0,0,0,0,0,0,0,no,no,0,7,2006,WD ,172500
2170,20,RL,67.0,8308,Pave,no,4,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,3,4,CBlock,3,3,0,4,132.0,2,841.0,115.0,1088.0,GasA,3,1,SBrkr,1088,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1,2.0,520.0,3,3,1,0,0,0,0,0,0,0,no,no,0,6,2007,COD,110000
